TIME_PERIOD,2014-01 ,2014-02 ,2014-03 ,2014-04 ,2014-05 ,2014-06 ,2014-07 ,2014-08 ,2014-09 ,2014-10 ,2014-11 ,2014-12 ,2015-01 ,2015-02 ,2015-03 ,2015-04 ,2015-05 ,2015-06 ,2015-07 ,2015-08 ,2015-09 ,2015-10 ,2015-11 ,2015-12 ,2016-01 ,2016-02 ,2016-03 ,2016-04 ,2016-05 ,2016-06 ,2016-07 ,2016-08 ,2016-09 ,2016-10 ,2016-11 ,2016-12 ,2017-01 ,2017-02 ,2017-03 ,2017-04 ,2017-05 ,2017-06 ,2017-07 ,2017-08 ,2017-09 ,2017-10 ,2017-11 ,2017-12 ,2018-01 ,2018-02 ,2018-03 ,2018-04 ,2018-05 ,2018-06 ,2018-07 ,2018-08 ,2018-09 ,2018-10 ,2018-11 ,2018-12 ,2019-01 ,2019-02 ,2019-03 ,2019-04 ,2019-05 ,2019-06 ,2019-07 ,2019-08 ,2019-09 ,2019-10 ,2019-11 ,2019-12 ,2020-01 
FR,99.09 ,99.70 ,100.21 ,100.18 ,100.21 ,100.16 ,99.78 ,100.26 ,99.89 ,99.92 ,99.75 ,99.82 ,98.70 ,99.42 ,100.17 ,100.30 ,100.56 ,100.49 ,100.00 ,100.36 ,99.99 ,100.07 ,99.86 ,100.09 ,99.02 ,99.31 ,100.09 ,100.18 ,100.65 ,100.80 ,100.39 ,100.74 ,100.50 ,100.54 ,100.55 ,100.90 ,100.57 ,100.73 ,101.47 ,101.57 ,101.59 ,101.58 ,101.17 ,101.74 ,101.58 ,101.70 ,101.80 ,102.16 ,102.06 ,102.05 ,103.22 ,103.43 ,103.92 ,103.93 ,103.80 ,104.35 ,104.12 ,104.24 ,104.00 ,104.10 ,103.52 ,103.64 ,104.55 ,104.93 ,105.06 ,105.35 ,105.11 ,105.67 ,105.28 ,105.20 ,105.27 ,105.78 ,105.24 
