iter	Passed	Remaining
1660	46899	9571
1661	46927	9543
1662	46953	9514
1663	46985	9487
1664	47011	9458
1665	47040	9430
1666	47068	9402
1667	47095	9373
1668	47119	9344
1669	47144	9315
1670	47172	9287
1671	47197	9258
1672	47223	9230
1673	47252	9202
1674	47279	9173
1675	47305	9145
1676	47332	9116
1677	47358	9087
1678	47384	9059
1679	47410	9030
1680	47437	9002
1681	47462	8973
1682	47489	8944
1683	47517	8916
1684	47544	8888
1685	47570	8859
1686	47596	8830
1687	47626	8803
1688	47655	8774
1689	47686	8747
1690	47713	8718
1691	47735	8689
1692	47762	8660
1693	47790	8632
1694	47820	8604
1695	47845	8576
1696	47872	8547
1697	47896	8518
1698	47924	8490
1699	47952	8462
1700	47978	8433
1701	48006	8405
1702	48033	8376
1703	48061	8348
1704	48084	8319
1705	48112	8291
1706	48138	8262
1707	48163	8234
1708	48191	8205
1709	48219	8177
1710	48244	8148
1711	48270	8120
1712	48296	8091
1713	48318	8062
1714	48346	8034
1715	48370	8005
1716	48393	7976
1717	48422	7948
1718	48448	7919
1719	48475	7891
1720	48500	7862
1721	48527	7834
1722	48555	7806
1723	48580	7777
1724	48608	7749
1725	48634	7720
1726	48659	7691
1727	48687	7663
1728	48710	7634
1729	48735	7606
1730	48758	7577
1731	48783	7548
1732	48812	7520
1733	48841	7492
1734	48867	7463
1735	48894	7435
1736	48931	7408
1737	48956	7380
1738	48984	7351
1739	49010	7323
1740	49036	7294
1741	49059	7265
1742	49087	7237
1743	49114	7209
1744	49142	7181
1745	49168	7152
1746	49193	7124
1747	49217	7095
1748	49243	7066
1749	49271	7038
1750	49297	7010
1751	49321	6981
1752	49349	6953
1753	49373	6924
1754	49399	6896
1755	49425	6867
1756	49447	6838
1757	49475	6810
1758	49502	6782
1759	49528	6753
1760	49555	6725
1761	49585	6697
1762	49609	6669
1763	49639	6641
1764	49666	6612
1765	49692	6584
1766	49720	6556
1767	49745	6527
1768	49769	6499
1769	49793	6470
1770	49822	6442
1771	49847	6413
1772	49874	6385
1773	49902	6357
1774	49930	6329
1775	49959	6301
1776	49984	6272
1777	50011	6244
1778	50037	6216
1779	50064	6187
1780	50091	6159
1781	50118	6131
1782	50145	6102
1783	50172	6074
1784	50202	6046
1785	50227	6018
1786	50249	5989
1787	50277	5961
1788	50301	5932
1789	50330	5904
1790	50354	5876
1791	50381	5847
1792	50406	5819
1793	50432	5791
1794	50456	5762
1795	50482	5734
1796	50512	5706
1797	50537	5677
1798	50564	5649
1799	50592	5621
1800	50620	5593
1801	50645	5564
1802	50673	5536
1803	50696	5508
1804	50721	5479
1805	50748	5451
1806	50777	5423
1807	50801	5394
1808	50826	5366
1809	50853	5338
1810	50886	5310
1811	50911	5282
1812	50937	5253
1813	50963	5225
1814	50993	5197
1815	51019	5169
1816	51041	5140
1817	51066	5112
1818	51091	5083
1819	51117	5055
1820	51142	5027
1821	51171	4999
1822	51199	4971
1823	51235	4943
1824	51265	4915
1825	51294	4887
1826	51320	4859
1827	51344	4831
1828	51369	4802
1829	51395	4774
1830	51427	4746
1831	51455	4718
1832	51483	4690
1833	51513	4662
1834	51543	4634
1835	51578	4607
1836	51604	4578
1837	51630	4550
1838	51655	4522
1839	51685	4494
1840	51717	4466
1841	51747	4438
1842	51778	4410
1843	51805	4382
1844	51830	4354
1845	51858	4326
1846	51894	4298
1847	51927	4271
1848	51956	4243
1849	51979	4214
1850	52004	4186
1851	52033	4158
1852	52062	4130
1853	52089	4101
1854	52119	4074
1855	52146	4045
1856	52177	4018
1857	52203	3989
1858	52235	3961
1859	52263	3933
1860	52291	3905
1861	52318	3877
1862	52345	3849
1863	52374	3821
1864	52400	3793
1865	52428	3764
1866	52450	3736
1867	52479	3708
1868	52511	3680
1869	52537	3652
1870	52564	3624
1871	52589	3595
1872	52618	3567
1873	52643	3539
1874	52669	3511
1875	52697	3483
1876	52721	3454
1877	52745	3426
1878	52769	3398
1879	52794	3369
1880	52820	3341
1881	52848	3313
1882	52877	3285
1883	52903	3257
1884	52929	3229
1885	52955	3200
1886	52984	3172
1887	53010	3144
1888	53035	3116
1889	53067	3088
1890	53095	3060
1891	53122	3032
1892	53149	3004
1893	53176	2976
1894	53208	2948
1895	53235	2920
1896	53264	2892
1897	53289	2863
1898	53315	2835
1899	53339	2807
1900	53362	2779
1901	53389	2750
1902	53416	2722
1903	53445	2694
1904	53471	2666
1905	53497	2638
1906	53523	2610
1907	53550	2582
1908	53576	2553
1909	53602	2525
1910	53631	2497
1911	53659	2469
1912	53683	2441
1913	53709	2413
1914	53734	2385
1915	53757	2356
1916	53785	2328
1917	53812	2300
1918	53837	2272
1919	53864	2244
1920	53891	2216
1921	53915	2188
1922	53943	2159
1923	53971	2131
1924	53994	2103
1925	54021	2075
1926	54044	2047
1927	54070	2019
1928	54097	1991
1929	54123	1963
1930	54145	1934
1931	54174	1906
1932	54199	1878
1933	54226	1850
1934	54255	1822
1935	54282	1794
1936	54309	1766
1937	54335	1738
1938	54365	1710
1939	54393	1682
1940	54416	1654
1941	54441	1625
1942	54467	1597
1943	54499	1569
1944	54527	1541
1945	54555	1513
1946	54582	1485
1947	54611	1457
1948	54637	1429
1949	54667	1401
1950	54693	1373
1951	54724	1345
1952	54749	1317
1953	54780	1289
1954	54806	1261
1955	54834	1233
1956	54862	1205
1957	54889	1177
1958	54918	1149
1959	54944	1121
1960	54972	1093
1961	54999	1065
1962	55029	1037
1963	55059	1009
1964	55084	981
1965	55111	953
1966	55136	925
1967	55166	897
1968	55199	869
1969	55232	841
1970	55260	813
1971	55292	785
1972	55320	757
1973	55348	729
1974	55381	701
1975	55408	672
1976	55435	644
1977	55465	616
1978	55501	588
1979	55529	560
1980	55556	532
1981	55582	504
1982	55610	476
1983	55637	448
1984	55663	420
1985	55689	392
1986	55717	364
1987	55747	336
1988	55771	308
1989	55796	280
1990	55820	252
1991	55843	224
1992	55873	196
1993	55902	168
1994	55933	140
1995	55956	112
1996	55985	84
1997	56009	56
1998	56035	28
1999	56061	0
