iter	RMSE
383	188103.6437
384	188022.518
385	187984.8583
386	187836.6077
387	187800.865
388	187728.4993
389	187702.2209
390	187617.2036
391	187523.5053
392	187456.2262
393	187379.2198
394	187325.4403
395	187261.2922
396	187194.3897
397	187101.5776
398	187012.4416
399	186911.7985
400	186821.5947
401	186760.1179
402	186704.6145
403	186653.1736
404	186600.4892
405	186541.991
406	186423.17
407	186356.3589
408	186344.0156
409	186264.5441
410	186160.2595
411	186104.3328
412	186040.6819
413	185993.1579
414	185962.8894
415	185942.4538
416	185844.8236
417	185809.7854
418	185738.9253
419	185629.4508
420	185502.9981
421	185413.6465
422	185311.8641
423	185256.6529
424	185231.4198
425	185227.2524
426	185205.9526
427	185152.181
428	185093.5511
429	184999.798
430	184961.1765
431	184923.061
432	184898.9717
433	184848.1243
434	184772.2219
435	184746.5965
436	184712.0752
437	184551.8092
438	184473.3676
439	184386.9899
440	184345.6923
441	184308.5819
442	184210.81
443	184146.267
444	184051.4524
445	183919.3876
446	183851.5064
447	183765.4492
448	183696.3344
449	183652.1044
450	183567.7137
451	183468.5623
452	183400.7183
453	183247.3434
454	183126.349
455	183065.4128
456	182990.8706
457	182959.8684
458	182858.8991
459	182814.5327
460	182714.8512
461	182679.7859
462	182595.601
463	182497.2857
464	182465.6908
465	182420.9097
466	182347.4883
467	182272.4413
468	182173.8798
469	182160.6291
470	182111.3048
471	182031.4034
472	181934.187
473	181911.5303
474	181865.621
475	181770.234
476	181683.1254
477	181607.5508
478	181533.577
479	181434.2055
480	181375.3146
481	181328.7928
482	181309.6397
483	181228.0325
484	181188.779
485	181085.084
486	181061.4729
487	181001.4269
488	180884.0543
489	180797.7956
490	180736.0384
491	180692.6701
492	180667.3516
493	180624.559
494	180569.5985
495	180483.4442
496	180432.9515
497	180343.235
498	180296.3329
499	180226.1133
500	180123.4133
501	180031.9845
502	179918.7681
503	179817.935
504	179780.7613
505	179747.3367
506	179673.0335
507	179603.6762
508	179558.015
509	179464.2744
510	179337.5608
511	179308.6515
512	179225.5179
513	179181.1151
514	179081.3713
515	179032.4683
516	178919.2621
517	178880.5172
518	178812.0099
519	178778.757
520	178707.009
521	178684.0271
522	178626.1759
523	178576.62
524	178535.4542
525	178469.6746
526	178386.7203
527	178318.2063
528	178255.6667
529	178181.4656
530	178118.5718
531	178061.2652
532	178009.7962
533	177936.1636
534	177877.0033
535	177826.8262
536	177757.8594
537	177709.1526
538	177663.2346
539	177613.1973
540	177535.2447
541	177511.3523
542	177451.9167
543	177392.6058
544	177319.8014
545	177251.3943
546	177173.9315
547	177085.1058
548	176989.0275
549	176891.968
550	176837.3839
551	176789.9224
552	176708.2428
553	176660.9365
554	176613.9544
555	176591.2125
556	176535.0435
557	176502.596
558	176433.7389
559	176392.2503
560	176353.6615
561	176301.4978
562	176264.3559
563	176202.6875
564	176147.7136
565	176131.3426
566	176055.5167
567	175993.2819
568	175935.2166
569	175867.0829
570	175792.6456
571	175736.8476
572	175634.9155
573	175572.9729
574	175468.4275
575	175432.3858
576	175412.5434
577	175373.76
578	175347.3032
579	175290.6372
580	175221.7451
581	175174.2931
582	175141.6941
583	175027.9253
584	174950.3546
585	174888.3477
586	174845.5397
587	174800.23
588	174731.5369
589	174688.1016
590	174620.8037
591	174539.5269
592	174488.1381
593	174406.6697
594	174358.3278
595	174309.1751
596	174233.3957
597	174191.6563
598	174135.7537
599	174077.6257
600	173998.3452
601	173946.4909
602	173910.5152
603	173882.5193
604	173810.7301
605	173751.0225
606	173708.4188
607	173671.7884
608	173583.5723
609	173566.1669
610	173492.16
611	173393.6621
612	173344.3714
613	173303.6367
614	173225.7691
615	173157.2354
616	173093.759
617	173064.3084
618	173011.961
619	172905.3984
620	172846.838
621	172795.4578
622	172761.564
623	172728.1503
624	172707.3064
625	172678.3474
626	172642.3843
627	172600.8077
628	172521.7155
629	172461.4769
630	172379.4106
631	172314.0581
632	172254.3787
633	172178.5946
634	172137.9929
635	172100.8348
636	172052.4916
637	171991.5474
638	171975.3367
639	171929.7119
640	171882.8463
641	171806.1239
642	171780.4893
643	171733.0566
644	171671.0378
645	171621.8202
646	171573.4805
647	171501.1708
648	171466.7934
649	171389.6905
650	171348.2244
651	171308.8659
652	171283.493
653	171243.7059
654	171164.8849
655	171139.5209
656	171113.6016
657	171070.3918
658	170989.008
659	170965.9608
660	170852.6974
661	170796.4922
662	170763.488
663	170720.6581
664	170670.5711
665	170590.6267
666	170531.0437
667	170447.3741
668	170416.9137
669	170389.3603
670	170340.0306
671	170266.5063
672	170203.6013
673	170170.9488
674	170110.6445
675	170083.1543
676	170001.2464
677	169954.1015
678	169947.3017
679	169946.4791
680	169918.1765
681	169917.9905
682	169915.1514
683	169911.3508
684	169849.4662
685	169802.9571
686	169742.8044
687	169704.0935
688	169663.7061
689	169627.7065
690	169573.3494
691	169514.2762
692	169457.6045
693	169416.2138
694	169361.0469
695	169298.3446
696	169273.3593
697	169192.3806
698	169187.2252
699	169132.4901
700	169105.1309
701	169046.5166
702	168981.0727
703	168963.6325
704	168916.4749
705	168866.7554
706	168831.2189
707	168800.4673
708	168734.2136
709	168688.2747
710	168650.4742
711	168605.1339
712	168549.5595
713	168529.1955
714	168455.6455
715	168429.8342
716	168415.1899
717	168377.1541
718	168334.2736
719	168259.355
720	168209.9049
721	168148.281
722	168126.8764
723	168081.322
724	168039.1342
725	167982.1561
726	167954.039
727	167926.2751
728	167876.506
729	167853.0941
730	167785.9615
731	167747.9926
732	167727.4637
733	167701.9001
734	167665.2295
735	167596.4604
736	167571.3651
737	167497.5581
738	167458.5249
739	167439.2253
740	167382.3288
741	167340.7351
742	167299.5461
743	167224.0158
744	167171.263
745	167103.7852
746	167053.9987
747	167001.4103
748	166972.7964
749	166935.4315
750	166879.871
751	166817.5776
752	166788.7466
753	166774.5483
754	166710.3035
755	166691.5158
756	166651.8005
757	166603.1124
758	166528.768
759	166502.3497
760	166463.3075
761	166431.2528
762	166397.3057
763	166347.0951
764	166306.7502
765	166283.5802
766	166219.4251
767	166175.3691
768	166136.5793
769	166092.9141
770	166066.75
771	166047.0349
772	166012.0059
773	165937.3736
774	165920.6026
775	165896.3004
776	165808.4439
777	165741.4362
778	165699.4773
779	165657.2394
780	165615.5686
781	165574.6339
782	165516.8148
783	165491.6616
784	165421.2785
785	165348.402
786	165309.0969
787	165232.2659
788	165181.1486
789	165150.5505
790	165116.2468
791	165078.2922
792	165058.6201
793	165004.1037
794	164951.0954
795	164887.1575
796	164833.0289
797	164808.108
798	164763.6196
799	164714.8929
800	164678.0533
801	164626.0142
802	164589.809
803	164528.644
804	164483.993
805	164412.905
806	164347.6907
807	164319.5497
808	164279.7982
809	164215.1413
810	164190.6316
811	164140.7389
812	164104.2606
813	164078.8332
814	164049.3844
815	164010.9231
816	163987.78
817	163946.9624
818	163906.7114
819	163861.6664
820	163823.1464
821	163786.2242
822	163745.0893
823	163705.9948
824	163677.0134
825	163618.9502
826	163586.0493
827	163546.0538
828	163509.6248
829	163495.4408
830	163458.4404
831	163405.5232
832	163387.2375
833	163366.4937
834	163345.1727
835	163325.753
836	163271.9056
837	163254.2215
838	163202.0274
839	163150.9616
840	163119.3434
841	163088.4865
842	163045.7328
843	162989.1035
844	162944.0582
845	162921.4576
846	162865.2898
847	162827.7803
848	162793.1153
849	162756.8117
850	162731.5252
851	162694.7025
852	162654.2021
853	162610.6789
854	162590.3542
855	162569.4949
856	162528.1982
857	162495.5795
858	162465.8954
859	162455.942
860	162413.0271
861	162361.2665
862	162335.2225
863	162290.4285
864	162263.0754
865	162242.2072
866	162198.3026
867	162158.488
868	162108.8807
869	162060.743
870	162000.1491
871	161969.5736
872	161928.1055
873	161892.3906
874	161851.798
875	161821.6118
876	161797.2648
877	161776.9559
878	161724.6024
879	161662.5957
880	161638.43
881	161604.7251
882	161550.9424
883	161509.7697
884	161457.9074
885	161420.3817
886	161376.8849
887	161367.1249
888	161337.7018
889	161312.2197
890	161271.4762
891	161250.7042
892	161201.2137
893	161151.9594
894	161096.1715
895	161062.0748
896	161043.9245
897	161018.1495
898	160984.5508
899	160935.0238
900	160882.7351
901	160827.8235
902	160805.702
903	160740.3945
904	160692.3384
905	160664.8488
906	160641.1776
907	160607.074
908	160553.7014
909	160542.1643
910	160514.9721
911	160461.6372
912	160406.9413
913	160373.6045
914	160325.503
915	160297.2608
916	160253.07
917	160201.532
918	160182.4389
919	160140.6961
920	160097.8509
921	160068.4138
922	160036.6428
923	159976.8392
924	159951.1254
925	159930.7769
926	159903.3475
927	159875.3168
928	159854.4439
929	159813.6368
930	159769.3718
931	159733.0693
932	159681.9403
933	159631.2013
934	159623.1077
935	159597.4071
936	159562.0649
937	159515.7191
938	159464.3675
939	159434.4128
940	159416.476
941	159389.0402
942	159342.0784
943	159326.8274
944	159299.3692
945	159244.1725
946	159185.4072
947	159147.3147
948	159121.8832
949	159118.0994
950	159110.7946
951	159076.8513
952	159035.5559
953	159007.4547
954	158996.2897
955	158938.659
956	158897.4658
957	158857.306
958	158823.8538
959	158804.4621
960	158772.4172
961	158752.2456
962	158727.946
963	158695.6858
964	158673.7939
965	158627.0493
966	158576.6741
967	158532.703
968	158512.7742
969	158488.3567
970	158439.6945
971	158390.1591
972	158383.4036
973	158346.4682
974	158326.2228
975	158310.1339
976	158285.2564
977	158241.4889
978	158207.2965
979	158189.1612
980	158172.6126
981	158144.9502
982	158115.7054
983	158073.5848
984	158058.0536
985	158035.8347
986	158010.2578
987	157975.1274
988	157938.5923
989	157892.1838
990	157839.6335
991	157823.4166
992	157817.7355
993	157781.0584
994	157738.6619
995	157718.4879
996	157690.5984
997	157647.4978
998	157601.0967
999	157566.985
1000	157546.6878
1001	157523.7545
1002	157504.4187
1003	157460.4838
1004	157439.0681
1005	157403.9235
1006	157384.5289
1007	157355.0197
1008	157333.2026
1009	157315.9584
1010	157285.1048
1011	157257.355
1012	157234.0187
1013	157172.0369
1014	157138.0225
1015	157092.4029
1016	157049.5388
1017	157026.4638
1018	156987.8739
1019	156981.585
1020	156929.2962
1021	156896.3601
1022	156855.0627
1023	156832.7864
1024	156818.4672
1025	156796.1448
1026	156771.1153
1027	156735.9134
1028	156712.7977
1029	156678.7647
1030	156651.6346
1031	156633.1879
1032	156580.3706
1033	156540.298
1034	156505.5152
1035	156474.7555
1036	156449.9023
1037	156425.4155
1038	156398.8719
1039	156369.5589
1040	156354.6875
1041	156319.4068
1042	156289.2464
1043	156252.991
1044	156221.5177
1045	156173.2947
1046	156124.2847
1047	156107.9384
1048	156053.4266
1049	156025.1894
1050	155978.4936
1051	155923.9222
1052	155916.2922
1053	155864.0946
1054	155785.7612
1055	155752.9921
1056	155739.0454
1057	155687.5183
1058	155650.6298
1059	155621.4766
1060	155594.6012
1061	155564.959
1062	155525.8163
1063	155500.876
1064	155465.7257
1065	155423.7936
1066	155384.1446
1067	155366.3997
1068	155326.0263
1069	155285.1083
1070	155248.5046
1071	155232.9053
1072	155204.0931
1073	155174.6146
1074	155145.0003
1075	155129.6801
1076	155091.5335
1077	155060.0446
1078	155004.9179
1079	154972.1122
1080	154937.1853
1081	154906.9288
1082	154870.7912
1083	154843.9237
1084	154813.9395
1085	154784.1747
1086	154761.1634
1087	154733.2701
1088	154699.985
1089	154677.4868
1090	154656.9903
1091	154602.6625
1092	154550.6527
1093	154506.7027
1094	154474.0585
1095	154434.7016
1096	154414.4772
1097	154393.382
1098	154384.8421
1099	154349.837
1100	154310.3403
1101	154265.6808
1102	154233.1846
1103	154206.4891
1104	154184.1721
1105	154154.6883
1106	154138.9229
1107	154082.1715
1108	154068.1571
1109	154040.6942
1110	153991.3147
1111	153972.9404
1112	153950.8398
1113	153922.5232
1114	153901.0508
1115	153870.2845
1116	153857.9521
1117	153837.605
1118	153790.1925
1119	153752.9307
1120	153741.4857
1121	153705.9292
1122	153681.9772
1123	153660.3726
1124	153643.5446
1125	153605.3297
1126	153562.1956
1127	153527.1117
1128	153500.9575
1129	153436.1891
1130	153399.7595
1131	153379.092
1132	153346.3119
1133	153299.7568
1134	153273.6862
1135	153253.1217
1136	153216.5301
1137	153197.862
1138	153166.3347
1139	153127.434
1140	153095.5419
1141	153064.5895
1142	153037.854
1143	153011.484
1144	152972.682
1145	152955.6975
1146	152907.9077
1147	152880.8561
1148	152865.9952
1149	152843.3321
1150	152820.7868
1151	152787.1027
1152	152758.9691
1153	152730.4408
1154	152698.6215
1155	152684.5359
1156	152644.2652
1157	152611.3907
1158	152581.7699
1159	152549.8509
1160	152509.7581
1161	152475.2409
1162	152464.3278
1163	152418.6057
1164	152385.7765
1165	152363.5026
1166	152341.3874
1167	152320.6376
1168	152288.1667
1169	152244.4743
1170	152206.4129
1171	152180.9869
1172	152150.5454
1173	152127.29
1174	152118.6018
1175	152073.9004
1176	152030.7735
1177	152000.0555
1178	151953.5341
1179	151932.7914
1180	151902.5295
1181	151875.1811
1182	151836.9926
1183	151802.0601
1184	151770.133
1185	151744.3836
1186	151715.7597
1187	151680.7549
1188	151662.6009
1189	151641.1322
1190	151617.4429
1191	151571.3049
1192	151550.9243
1193	151537.2416
1194	151523.9417
1195	151498.9075
1196	151472.474
1197	151424.0728
1198	151404.704
1199	151366.134
1200	151327.4259
1201	151295.6947
1202	151269.8909
1203	151233.1806
1204	151211.3001
1205	151172.553
1206	151149.6248
1207	151126.3873
1208	151107.1303
1209	151076.5798
1210	151036.6306
1211	151002.8533
1212	150962.9368
1213	150924.3273
1214	150887.1193
1215	150873.1765
1216	150819.1979
1217	150783.635
1218	150750.8337
1219	150720.5852
1220	150684.1259
1221	150651.8053
1222	150630.5808
1223	150598.117
1224	150557.757
1225	150551.6609
1226	150519.3288
1227	150486.6007
1228	150479.8086
1229	150465.5579
1230	150437.8464
1231	150423.1488
1232	150374.1519
1233	150349.5462
1234	150318.339
1235	150304.4289
1236	150268.5309
1237	150243.3745
1238	150208.5706
1239	150197.5928
1240	150163.1711
1241	150120.1291
1242	150100.6143
1243	150066.9207
1244	150038.2245
1245	150027.3107
1246	150002.8134
1247	149972.0812
1248	149960.5966
1249	149918.6559
1250	149888.8011
1251	149868.5707
1252	149831.4519
1253	149813.6647
1254	149775.0704
1255	149751.3763
1256	149739.6977
1257	149689.0107
1258	149664.3211
1259	149648.4082
1260	149630.5249
1261	149590.4263
1262	149575.9847
1263	149534.985
1264	149523.836
1265	149483.6982
1266	149451.9606
1267	149408.3948
1268	149374.1157
1269	149354.1708
1270	149331.3759
1271	149303.2725
1272	149267.5932
1273	149242.3184
1274	149208.2075
1275	149172.1412
1276	149127.2709
1277	149107.4851
1278	149059.6773
1279	149040.6725
1280	149014.4647
1281	148967.8018
1282	148937.6233
1283	148897.0811
1284	148855.0579
1285	148840.8957
1286	148811.8932
1287	148792.4174
1288	148762.6271
1289	148728.5864
1290	148704.0996
1291	148675.202
1292	148658.737
1293	148640.1916
1294	148617.7732
1295	148590.3153
1296	148566.88
1297	148550.5013
1298	148515.5782
1299	148491.039
1300	148461.0988
1301	148425.8179
1302	148404.4144
1303	148366.347
1304	148336.2636
1305	148299.4945
1306	148277.1294
1307	148254.8204
1308	148212.9365
1309	148191.8977
1310	148172.1878
1311	148142.6701
1312	148110.8402
1313	148081.2058
1314	148043.0964
1315	148018.1461
1316	147982.1758
1317	147937.0116
1318	147910.3128
1319	147894.7724
1320	147853.6357
1321	147827.09
1322	147797.7882
1323	147777.5772
1324	147756.3767
1325	147729.8998
1326	147701.5108
1327	147671.0036
1328	147650.2211
1329	147598.6041
1330	147569.478
1331	147541.1963
1332	147522.1332
1333	147496.0913
1334	147477.7524
1335	147460.3043
1336	147430.9242
1337	147413.4792
1338	147369.1845
1339	147340.5818
1340	147329.57
1341	147292.5124
1342	147257.7532
1343	147227.3405
1344	147202.7806
1345	147175.242
1346	147149.0346
1347	147136.295
1348	147114.64
1349	147080.5943
1350	147065.1019
1351	147019.993
1352	147005.4537
1353	146979.3611
1354	146968.2807
1355	146941.8703
1356	146889.01
1357	146875.9169
1358	146839.1368
1359	146817.13
1360	146799.124
1361	146764.9625
1362	146747.3101
1363	146713.1026
1364	146675.7514
1365	146658.8153
1366	146622.4231
1367	146596.2199
1368	146580.9096
1369	146552.2098
1370	146526.59
1371	146496.9498
1372	146467.8676
1373	146429.9287
1374	146406.3581
1375	146366.2516
1376	146359.0496
1377	146341.1282
1378	146303.0799
1379	146277.8882
1380	146241.8281
1381	146198.838
1382	146167.6372
1383	146155.6735
1384	146127.0372
1385	146095.056
1386	146071.4923
1387	146054.365
1388	146033.6748
1389	145997.8134
1390	145959.7294
1391	145926.9232
1392	145900.7403
1393	145882.428
1394	145850.3578
1395	145832.9846
1396	145814.5872
1397	145792.7888
1398	145760.4469
1399	145738.2809
1400	145723.4351
1401	145693.8588
1402	145674.0809
1403	145660.4049
1404	145637.6063
1405	145598.578
1406	145562.088
1407	145542.3232
1408	145526.5194
1409	145492.3849
1410	145487.1391
1411	145471.5248
1412	145439.5561
1413	145422.8746
1414	145401.8473
1415	145371.9353
1416	145352.2769
1417	145335.9762
1418	145305.4887
1419	145272.8238
1420	145251.5505
1421	145222.2446
1422	145213.104
1423	145194.448
1424	145162.6509
1425	145123.5706
1426	145104.4784
1427	145083.0314
1428	145050.7512
1429	145041.7313
1430	145012.0708
1431	144988.3875
1432	144968.5799
1433	144952.8956
1434	144917.5274
1435	144890.0374
1436	144846.611
1437	144823.8783
1438	144795.5562
1439	144748.7266
1440	144727.3599
1441	144711.877
1442	144678.92
1443	144647.3916
1444	144635.8619
1445	144609.9915
1446	144595.5842
1447	144579.9051
1448	144556.8767
1449	144525.2658
1450	144473.5152
1451	144447.3097
1452	144432.0802
1453	144405.6147
1454	144389.1885
1455	144357.6641
1456	144340.6913
1457	144321.9521
1458	144288.9109
1459	144257.0568
1460	144233.9083
1461	144213.8868
1462	144194.305
1463	144176.0133
1464	144156.8643
1465	144135.1888
1466	144111.3231
1467	144079.7805
1468	144066.4338
1469	144052.0123
1470	144035.3749
1471	144009.0808
1472	143982.1973
1473	143967.5269
1474	143938.8017
1475	143923.7341
1476	143908.2065
1477	143882.8487
1478	143856.3844
1479	143837.0601
1480	143818.7723
1481	143798.5784
1482	143769.6458
1483	143752.8745
1484	143719.4513
1485	143683.1388
1486	143671.0853
1487	143637.4426
1488	143622.3748
1489	143609.9657
1490	143584.1584
1491	143554.1108
1492	143550.4581
1493	143521.105
1494	143475.7666
1495	143449.9423
1496	143415.8726
1497	143376.0291
1498	143346.9156
1499	143339.3334
1500	143322.5916
1501	143295.5291
1502	143257.5063
1503	143229.119
1504	143194.0283
1505	143186.0036
1506	143152.744
1507	143131.8178
1508	143097.076
1509	143077.5853
1510	143037.5841
1511	143022.7181
1512	143001.1127
1513	142977.2376
1514	142944.8042
1515	142924.9089
1516	142894.5782
1517	142868.53
1518	142860.8049
1519	142845.5657
1520	142828.7199
1521	142809.4736
1522	142784.6969
1523	142766.5148
1524	142732.8945
1525	142708.5755
1526	142692.7701
1527	142660.2157
1528	142630.1175
1529	142618.3825
1530	142590.322
1531	142575.8488
1532	142566.5961
1533	142534.3629
1534	142506.2746
1535	142490.1463
1536	142466.1479
1537	142449.1135
1538	142414.8572
1539	142382.3866
1540	142352.8783
1541	142301.6235
1542	142271.6846
1543	142247.4743
1544	142223.5323
1545	142206.2007
1546	142191.3825
1547	142163.8492
1548	142133.0893
1549	142111.8209
1550	142105.268
1551	142087.9739
1552	142073.3647
1553	142035.84
1554	142007.8757
1555	141985.2623
1556	141955.5561
1557	141935.2874
1558	141907.2135
1559	141881.7844
1560	141851.741
1561	141836.7506
1562	141817.0294
1563	141790.0728
1564	141758.1931
1565	141732.8489
1566	141714.6274
1567	141691.4241
1568	141659.7568
1569	141642.6615
1570	141625.585
1571	141603.0222
1572	141560.2828
1573	141554.9515
1574	141529.0042
1575	141508.5969
1576	141501.3965
1577	141476.6932
1578	141430.4158
1579	141399.1089
1580	141381.8255
1581	141351.6753
1582	141334.2668
1583	141304.3463
1584	141284.9619
1585	141265.1484
1586	141231.8792
1587	141192.154
1588	141173.696
1589	141143.4197
1590	141126.4361
1591	141088.7881
1592	141057.8428
1593	141037.6783
1594	141028.1801
1595	141009.6315
1596	140989.7638
1597	140966.7628
1598	140940.6118
1599	140905.8671
1600	140873.7355
1601	140834.3073
1602	140810.1426
1603	140792.879
1604	140776.3071
1605	140763.6613
1606	140731.0983
1607	140718.8234
1608	140695.3817
1609	140688.9926
1610	140680.6937
1611	140669.3847
1612	140652.3207
1613	140625.7788
1614	140598.3977
1615	140578.4271
1616	140534.1689
1617	140506.8111
1618	140491.9458
1619	140452.4218
1620	140422.7453
1621	140393.4156
1622	140358.3004
1623	140334.3881
1624	140297.5136
1625	140284.4365
1626	140258.4281
1627	140246.9642
1628	140228.8158
1629	140211.8617
1630	140180.98
1631	140160.2234
1632	140137.218
1633	140104.4854
1634	140071.7213
1635	140044.5707
1636	140019.8895
1637	140005.0006
1638	139993.7881
1639	139961.9865
1640	139942.0288
1641	139902.9359
1642	139880.3473
1643	139849.4219
1644	139836.4314
1645	139824.9601
1646	139803.5205
1647	139788.208
1648	139763.1407
1649	139728.281
1650	139694.7395
1651	139673.3546
1652	139649.8673
1653	139632.2244
1654	139621.0783
1655	139600.5057
1656	139578.5401
1657	139562.9333
1658	139542.9657
1659	139520.5154
1660	139497.344
1661	139462.5086
1662	139438.6447
1663	139406.6893
1664	139384.9238
1665	139367.9574
1666	139342.4973
1667	139312.8069
1668	139298.828
1669	139279.6252
1670	139254.8382
1671	139237.6494
1672	139206.1561
1673	139181.9565
1674	139152.5048
1675	139116.9956
1676	139093.4108
1677	139056.3174
1678	139034.1781
1679	139015.4155
1680	138995.0438
1681	138961.7237
1682	138945.5226
1683	138920.3415
1684	138896.3473
